SDF assignment March 2019, simulated position coordinate readings
 LZF, 12 Mar 2019
01592880 -4108.34 -6743.74 7894.80 -2.117822
01592940 -4107.68 -6743.35 7896.83 -2.117986
01593000 -4108.16 -6743.54 7896.38 -2.117925
01593060 -4107.44 -6743.05 7896.37 -2.117812
01593120 -4107.58 -6743.14 7896.95 -2.117765
01593180 -4107.90 -6744.28 7897.51 -2.117807
01593240 -4107.09 -6742.99 7895.47 -2.117947
01593300 -4107.37 -6743.46 7896.84 -2.117965
01593360 -4107.79 -6742.76 7894.95 -2.117851
01593420 -4107.88 -6743.84 7895.55 -2.117743
01593480 -4108.24 -6744.08 7896.27 -2.118003
01593540 -4107.68 -6743.36 7897.03 -2.117903
01593600 -4107.78 -6743.66 7896.07 -2.117981
01593660 -4107.93 -6744.13 7898.38 -2.117860
01593720 -4107.40 -6744.27 7895.38 -2.118026
01593780 -4107.30 -6744.78 7894.97 -2.117893
01593840 -4107.44 -6744.36 7896.80 -2.117867
01593900 -4107.26 -6743.74 7897.65 -2.117793
01593960 -4108.11 -6744.31 7897.01 -2.117951
01594020 -4106.99 -6743.27 7896.12 -2.117845
01594080 -4107.32 -6743.78 7896.31 -2.117913
01594140 -4107.64 -6744.09 7894.94 -2.117903
01594200 -4107.56 -6743.94 7897.44 -2.117708
01594260 -4107.82 -6744.40 7896.89 -2.117875
01594320 -4107.42 -6743.48 7896.22 -2.117778
01594380 -4108.34 -6743.35 7897.25 -2.117815
01594440 -4106.62 -6744.44 7897.27 -2.117761
01594500 -4106.54 -6745.33 7896.74 -2.117610
01594560 -4108.11 -6747.33 7898.21 -2.117781
01594620 -4106.98 -6746.79 7899.29 -2.117395
01594680 -4106.10 -6747.95 7898.68 -2.117575
01594740 -4106.35 -6748.63 7899.87 -2.117338
01594800 -4105.70 -6748.93 7900.09 -2.117231
01594860 -4105.58 -6750.25 7901.14 -2.117234
01594920 -4104.46 -6750.45 7903.48 -2.116803
01594980 -4104.75 -6751.94 7902.43 -2.116931
01595040 -4104.17 -6752.77 7902.92 -2.117009
01595100 -4104.12 -6752.61 7902.68 -2.116903
01595160 -4104.28 -6754.07 7903.02 -2.116826
01595220 -4103.10 -6753.69 7906.16 -2.116826
01595280 -4103.69 -6754.69 7904.87 -2.116534
01595340 -4103.83 -6756.41 7903.12 -2.116627
01595400 -4101.94 -6756.54 7907.83 -2.116351
01595460 -4102.60 -6757.30 7905.35 -2.116401
01595520 -4102.49 -6758.77 7907.45 -2.116380
01595580 -4101.97 -6759.43 7908.11 -2.116164
01595640 -4102.10 -6760.50 7905.35 -2.116164
01595700 -4100.97 -6761.29 7907.84 -2.116053
01595760 -4101.51 -6762.09 7909.10 -2.115920
01595820 -4102.13 -6762.68 7908.18 -2.115990
01595880 -4101.17 -6763.56 7909.52 -2.115934
01595940 -4099.97 -6763.75 7910.17 -2.115746
01596000 -4100.23 -6765.18 7911.27 -2.115666
01596060 -4100.33 -6765.92 7909.93 -2.115472
01596120 -4098.43 -6766.00 7909.26 -2.115511
01596180 -4098.96 -6766.00 7913.25 -2.115420
01596240 -4099.28 -6767.97 7913.30 -2.115254
01596300 -4099.39 -6768.55 7912.91 -2.115424
01596360 -4098.56 -6768.53 7915.20 -2.115258
01596420 -4097.96 -6770.25 7914.48 -2.115135
01596480 -4098.08 -6770.70 7914.06 -2.114991
01596540 -4098.71 -6771.76 7914.34 -2.115083
01596600 -4098.07 -6772.63 7916.38 -2.115072
01596660 -4097.74 -6772.16 7917.22 -2.114813
01596720 -4096.94 -6774.47 7917.04 -2.114779
01596780 -4096.46 -6775.29 7916.38 -2.114595
01596840 -4096.12 -6774.92 7916.13 -2.114459
01596900 -4096.28 -6775.94 7918.88 -2.114439
01596960 -4095.85 -6776.39 7918.65 -2.114297
01597020 -4095.40 -6777.35 7919.78 -2.114409
01597080 -4094.69 -6778.18 7919.16 -2.114294
01597140 -4095.43 -6779.17 7919.59 -2.114134
01597200 -4094.77 -6779.73 7918.64 -2.114123
01597260 -4094.51 -6779.94 7923.01 -2.114158
01597320 -4093.41 -6781.64 7921.12 -2.114096
01597380 -4093.87 -6783.53 7921.82 -2.113896
01597440 -4093.94 -6783.01 7922.06 -2.113848
01597500 -4093.22 -6784.38 7921.02 -2.113460
01597560 -4092.49 -6784.67 7923.93 -2.113692
01597620 -4092.10 -6785.16 7923.66 -2.113648
01597680 -4092.09 -6785.89 7924.78 -2.113447
01597740 -4091.97 -6786.94 7926.32 -2.113362
01597800 -4092.52 -6787.54 7924.39 -2.113352
01597860 -4090.94 -6788.40 7926.50 -2.113050
01597920 -4091.52 -6789.58 7924.91 -2.113070
01597980 -4091.42 -6789.05 7926.77 -2.112948
01598040 -4090.43 -6790.68 7929.06 -2.112952
01598100 -4090.54 -6791.73 7928.11 -2.113041
01598160 -4089.94 -6792.26 7928.14 -2.112917
01598220 -4090.17 -6792.28 7929.46 -2.112939
01598280 -4088.94 -6793.44 7930.88 -2.112683
01598340 -4089.12 -6794.69 7930.11 -2.112470
01598400 -4090.19 -6794.76 7930.20 -2.112648
01598460 -4089.23 -6795.97 7931.44 -2.112472
01598520 -4088.98 -6796.91 7931.86 -2.112438
01598580 -4088.44 -6796.38 7931.55 -2.112216
01598640 -4087.93 -6797.22 7931.22 -2.112238
01598700 -4087.65 -6797.47 7932.95 -2.111933
01598760 -4087.20 -6799.51 7932.87 -2.112180
01598820 -4087.14 -6799.71 7932.26 -2.111664
01598880 -4086.79 -6801.00 7934.02 -2.111809
01598940 -4086.18 -6801.30 7934.44 -2.111908
01599000 -4086.50 -6801.95 7935.46 -2.111857
01599060 -4085.53 -6802.39 7935.39 -2.111607
01599120 -4086.09 -6802.87 7936.28 -2.111651
01599180 -4085.88 -6804.48 7937.10 -2.111407
01599240 -4084.78 -6804.84 7937.73 -2.111791
01599300 -4085.55 -6804.34 7936.44 -2.111305
01599360 -4085.10 -6806.26 7937.75 -2.111358
01599420 -4084.27 -6807.00 7936.86 -2.111241
01599480 -4084.51 -6807.38 7936.36 -2.111206
01599540 -4083.09 -6807.77 7940.49 -2.111140
01599600 -4084.36 -6809.78 7939.47 -2.111053
01599660 -4082.89 -6810.37 7940.63 -2.111013
01599720 -4083.29 -6810.30 7939.30 -2.110905
01599780 -4082.53 -6811.42 7941.35 -2.110780
01599840 -4082.10 -6811.49 7941.44 -2.110828
01599900 -4082.75 -6812.77 7940.42 -2.110655
01599960 -4082.62 -6813.14 7943.08 -2.110618
01600020 -4081.46 -6813.66 7941.90 -2.110492
01600080 -4081.37 -6815.01 7945.41 -2.110505
01600140 -4081.27 -6816.07 7943.21 -2.110375
01600200 -4080.57 -6816.12 7943.40 -2.110231
01600260 -4080.64 -6817.23 7944.89 -2.110169
01600320 -4081.67 -6817.13 7943.73 -2.110030
01600380 -4081.28 -6818.04 7945.18 -2.110045
01600440 -4080.42 -6818.54 7946.52 -2.109894
01600500 -4079.73 -6820.28 7946.95 -2.109875
01600560 -4078.34 -6819.36 7947.91 -2.109757
01600620 -4079.29 -6820.73 7948.91 -2.109747
01600680 -4079.11 -6821.68 7949.01 -2.109618
01600740 -4078.06 -6822.96 7947.57 -2.109746
01600800 -4078.46 -6822.62 7949.79 -2.109561
01600860 -4077.90 -6823.88 7950.93 -2.109483
01600920 -4077.15 -6824.95 7947.88 -2.109331
01600980 -4077.48 -6825.48 7949.96 -2.109192
01601040 -4077.74 -6825.82 7951.12 -2.109312
01601100 -4076.78 -6826.81 7951.47 -2.109041
01601160 -4076.98 -6827.78 7952.71 -2.109039
01601220 -4075.70 -6827.95 7952.82 -2.108988
01601280 -4075.36 -6828.91 7951.96 -2.108940
01601340 -4075.54 -6829.72 7955.16 -2.108759
01601400 -4076.51 -6829.91 7955.62 -2.108667
01601460 -4075.23 -6831.95 7955.01 -2.108814
01601520 -4075.62 -6831.83 7953.86 -2.108552
01601580 -4074.26 -6832.66 7956.90 -2.108544
01601640 -4074.72 -6833.59 7953.82 -2.108585
01601700 -4073.78 -6833.26 7955.99 -2.108428
01601760 -4073.34 -6835.24 7955.56 -2.108264
01601820 -4073.94 -6834.23 7957.74 -2.108290
01601880 -4073.44 -6835.53 7956.30 -2.108178
01601940 -4073.26 -6836.96 7958.56 -2.108026
01602000 -4072.63 -6836.98 7957.47 -2.107914
01602060 -4073.20 -6837.81 7958.88 -2.107653
01602120 -4072.03 -6838.98 7959.59 -2.107906
01602180 -4072.34 -6838.94 7959.85 -2.108006
01602240 -4072.70 -6841.34 7959.69 -2.107732
01602300 -4071.33 -6840.35 7960.88 -2.107678
01602360 -4070.07 -6841.93 7960.65 -2.107575
01602420 -4070.67 -6842.75 7962.23 -2.107504
01602480 -4070.18 -6841.70 7960.68 -2.107486
01602540 -4069.09 -6843.35 7962.88 -2.107270
01602600 -4069.20 -6843.69 7963.47 -2.107392
01602660 -4068.75 -6844.64 7962.71 -2.107054
01602720 -4068.61 -6845.04 7963.48 -2.107239
01602780 -4068.29 -6846.20 7961.04 -2.106682
01602840 -4067.25 -6846.97 7962.28 -2.106807
01602900 -4067.01 -6846.02 7963.09 -2.106805
01602960 -4066.80 -6847.04 7963.94 -2.106660
01603020 -4066.49 -6847.95 7963.61 -2.106570
01603080 -4065.64 -6849.11 7962.87 -2.106468
01603140 -4065.18 -6848.43 7965.13 -2.106542
01603200 -4064.75 -6849.62 7964.40 -2.106462
01603260 -4064.12 -6850.49 7965.24 -2.106297
01603320 -4063.05 -6850.99 7962.83 -2.106273
01603380 -4063.27 -6851.34 7964.73 -2.106116
01603440 -4062.63 -6851.77 7965.18 -2.105952
01603500 -4061.68 -6852.62 7965.28 -2.105940
01603560 -4061.48 -6853.20 7965.51 -2.105590
01603620 -4060.89 -6853.97 7965.23 -2.105823
01603680 -4061.01 -6853.88 7966.61 -2.105570
01603740 -4060.40 -6853.66 7966.37 -2.105571
01603800 -4060.17 -6854.75 7967.94 -2.105355
01603860 -4059.12 -6855.93 7967.01 -2.105374
01603920 -4058.77 -6855.52 7965.60 -2.105185
01603980 -4057.53 -6856.97 7968.32 -2.105048
01604040 -4057.46 -6857.18 7968.02 -2.105181
01604100 -4057.53 -6858.61 7966.99 -2.105112
01604160 -4056.71 -6858.33 7967.58 -2.105019
01604220 -4056.56 -6859.56 7968.25 -2.104707
01604280 -4055.87 -6859.48 7968.91 -2.104684
01604340 -4054.91 -6860.17 7967.87 -2.104690
01604400 -4053.86 -6860.64 7969.31 -2.104588
01604460 -4054.50 -6861.54 7970.72 -2.104423
01604520 -4053.87 -6861.65 7970.09 -2.104257
01604580 -4052.49 -6861.93 7970.98 -2.104326
01604640 -4052.47 -6862.96 7970.96 -2.104238
01604700 -4052.36 -6863.99 7970.64 -2.104196
01604760 -4051.94 -6865.00 7970.64 -2.104191
01604820 -4051.10 -6865.44 7970.38 -2.103898
01604880 -4051.12 -6864.79 7971.54 -2.103971
01604940 -4050.39 -6866.02 7971.89 -2.103805
01605000 -4050.24 -6867.13 7971.27 -2.103643
01605060 -4049.24 -6866.28 7972.01 -2.103393
01605120 -4048.39 -6866.35 7969.65 -2.103527
01605180 -4047.89 -6866.59 7971.71 -2.103420
01605240 -4046.53 -6865.75 7969.33 -2.103426
01605300 -4046.30 -6865.50 7968.00 -2.103275
01605360 -4045.47 -6865.57 7969.23 -2.103172
01605420 -4043.96 -6865.24 7967.63 -2.103096
01605480 -4042.43 -6865.36 7967.78 -2.103137
01605540 -4042.14 -6865.98 7966.79 -2.102965
01605600 -4042.26 -6866.13 7963.48 -2.103148
01605660 -4040.48 -6865.18 7966.87 -2.102803
01605720 -4040.55 -6863.63 7965.65 -2.102894
01605780 -4039.91 -6864.61 7964.95 -2.102724
01605840 -4038.46 -6863.43 7964.72 -2.102649
01605900 -4037.66 -6864.14 7963.76 -2.102403
01605960 -4037.34 -6864.91 7962.48 -2.102496
01606020 -4035.71 -6863.98 7963.28 -2.102345
01606080 -4035.14 -6863.87 7961.92 -2.102247
01606140 -4034.34 -6863.54 7961.07 -2.102251
01606200 -4033.89 -6863.61 7962.05 -2.102141
01606260 -4032.42 -6863.21 7960.45 -2.102061
01606320 -4033.58 -6863.35 7960.25 -2.101966
01606380 -4031.38 -6863.56 7957.32 -2.101614
01606440 -4030.43 -6863.06 7958.58 -2.101808
01606500 -4029.88 -6862.16 7959.62 -2.101966
01606560 -4028.87 -6861.44 7957.34 -2.101644
01606620 -4027.41 -6862.31 7957.55 -2.101361
01606680 -4027.17 -6861.61 7956.99 -2.101702
01606740 -4026.76 -6862.17 7956.42 -2.101227
01606800 -4026.03 -6861.91 7955.87 -2.101371
01606860 -4024.75 -6860.92 7955.46 -2.101449
01606920 -4023.47 -6861.59 7954.81 -2.100974
01606980 -4023.54 -6861.45 7954.28 -2.101245
01607040 -4022.85 -6861.08 7954.03 -2.101154
01607100 -4022.39 -6861.93 7952.39 -2.100997
01607160 -4020.40 -6860.76 7951.56 -2.100932
01607220 -4019.69 -6859.95 7950.12 -2.100900
01607280 -4019.29 -6860.55 7949.73 -2.100627
01607340 -4018.63 -6859.69 7948.94 -2.100587
01607400 -4017.47 -6860.84 7949.50 -2.100684
01607460 -4017.16 -6859.73 7950.54 -2.100489
01607520 -4016.97 -6859.48 7948.31 -2.100392
01607580 -4015.58 -6860.16 7949.84 -2.100366
01607640 -4014.27 -6859.98 7948.00 -2.100105
01607700 -4012.46 -6859.39 7948.73 -2.100335
01607760 -4012.83 -6859.56 7945.23 -2.100255
01607820 -4012.46 -6858.15 7944.42 -2.100193
01607880 -4011.79 -6858.47 7947.20 -2.099805
01607940 -4010.74 -6858.24 7945.22 -2.099860
01608000 -4008.32 -6859.36 7944.62 -2.099779
01608060 -4008.75 -6858.83 7941.49 -2.099543
01608120 -4008.28 -6858.63 7943.66 -2.099484
01608180 -4005.62 -6857.75 7945.38 -2.099493
01608240 -4006.56 -6858.26 7944.18 -2.099440
01608300 -4004.48 -6857.25 7942.14 -2.099375
01608360 -4004.89 -6857.79 7940.99 -2.099327
01608420 -4003.84 -6858.26 7940.40 -2.099143
01608480 -4002.79 -6857.54 7942.09 -2.099210
01608540 -4002.59 -6856.81 7938.23 -2.099035
01608600 -4002.56 -6856.72 7937.66 -2.099103
01608660 -4000.18 -6857.83 7937.64 -2.098776
01608720 -4000.22 -6856.98 7939.16 -2.098828
01608780 -4000.36 -6856.93 7939.08 -2.098838
01608840 -3998.28 -6858.00 7937.21 -2.098856
01608900 -3997.98 -6858.42 7938.91 -2.098700
01608960 -3996.98 -6858.38 7938.76 -2.098471
01609020 -3996.49 -6859.31 7937.35 -2.098346
01609080 -3995.43 -6858.07 7936.68 -2.098296
01609140 -3993.94 -6857.72 7938.18 -2.098293
01609200 -3994.68 -6859.27 7938.01 -2.098150
01609260 -3993.02 -6859.50 7936.53 -2.097972
01609320 -3992.66 -6858.79 7935.58 -2.098057
01609380 -3991.65 -6860.21 7934.72 -2.097741
01609440 -3992.36 -6859.35 7937.33 -2.097700
01609500 -3991.01 -6861.07 7937.29 -2.097689
01609560 -3989.47 -6860.16 7935.40 -2.097679
01609620 -3988.67 -6860.09 7935.88 -2.097319
01609680 -3988.65 -6860.97 7937.45 -2.097175
01609740 -3987.59 -6861.01 7934.45 -2.097141
01609800 -3987.06 -6861.39 7935.56 -2.097169
01609860 -3986.51 -6860.92 7936.01 -2.097003
01609920 -3985.57 -6861.41 7935.85 -2.097039
01609980 -3985.98 -6861.16 7935.25 -2.097055
01610040 -3985.10 -6861.18 7935.42 -2.096827
01610100 -3984.33 -6861.24 7934.85 -2.096793
01610160 -3983.94 -6860.32 7935.07 -2.096886
01610220 -3983.05 -6860.89 7934.82 -2.096610
01610280 -3983.25 -6861.79 7933.51 -2.096726
01610340 -3982.44 -6861.75 7934.09 -2.096405
01610400 -3982.48 -6861.82 7933.43 -2.096628
01610460 -3981.60 -6862.16 7930.80 -2.096564
01610520 -3981.07 -6861.06 7933.78 -2.096396
01610580 -3980.79 -6862.41 7932.07 -2.096393
01610640 -3978.57 -6862.19 7931.02 -2.096319
01610700 -3978.88 -6862.39 7932.26 -2.096328
01610760 -3978.10 -6861.86 7930.50 -2.096264
01610820 -3978.52 -6862.77 7933.18 -2.096054
01610880 -3976.92 -6861.79 7932.15 -2.096183
01610940 -3977.34 -6862.41 7931.77 -2.095673
01611000 -3976.22 -6862.34 7930.63 -2.096104
01611060 -3975.26 -6862.15 7931.61 -2.095782
01611120 -3975.53 -6862.35 7931.05 -2.095870
01611180 -3974.05 -6862.86 7930.46 -2.095657
01611240 -3973.88 -6862.64 7930.68 -2.095781
01611300 -3973.53 -6862.18 7930.12 -2.095779
01611360 -3972.61 -6861.64 7929.08 -2.095544
01611420 -3971.84 -6863.56 7927.76 -2.095519
01611480 -3971.68 -6862.13 7928.59 -2.095496
01611540 -3971.49 -6862.19 7926.99 -2.095279
01611600 -3970.13 -6863.15 7929.72 -2.095356
01611660 -3969.89 -6862.95 7928.95 -2.095184
01611720 -3970.10 -6862.18 7927.52 -2.095358
01611780 -3970.40 -6863.51 7927.93 -2.095377
01611840 -3970.20 -6863.71 7930.16 -2.095365
01611900 -3970.97 -6864.17 7928.74 -2.095387
01611960 -3971.82 -6863.94 7928.89 -2.095217
01612020 -3971.33 -6865.11 7930.99 -2.095410
01612080 -3972.85 -6865.06 7932.73 -2.095539
01612140 -3972.82 -6865.18 7932.91 -2.095477
01612200 -3973.64 -6865.89 7931.98 -2.095725
01612260 -3975.82 -6866.09 7932.58 -2.095489
01612320 -3975.26 -6866.48 7933.87 -2.095764
01612380 -3974.92 -6865.90 7931.80 -2.095570
01612440 -3974.93 -6866.94 7934.30 -2.095539
01612500 -3976.70 -6867.93 7933.17 -2.095676
01612560 -3977.05 -6866.87 7937.35 -2.095638
01612620 -3978.29 -6867.51 7937.79 -2.095774
01612680 -3978.79 -6869.12 7938.10 -2.095745
01612740 -3978.29 -6868.33 7937.78 -2.095762
01612800 -3979.51 -6869.18 7937.49 -2.095976
01612860 -3979.48 -6868.57 7938.58 -2.096021
01612920 -3980.32 -6870.24 7940.82 -2.095968
01612980 -3980.86 -6869.82 7940.71 -2.095972
01613040 -3981.32 -6870.29 7939.77 -2.096076
01613100 -3981.65 -6869.71 7941.89 -2.096175
01613160 -3982.48 -6870.49 7941.80 -2.096084
01613220 -3983.54 -6871.54 7943.32 -2.096055
01613280 -3983.23 -6871.13 7942.55 -2.096152
01613340 -3983.38 -6871.35 7944.39 -2.096107
01613400 -3984.48 -6872.57 7942.71 -2.096297
01613460 -3984.57 -6871.61 7943.67 -2.096298
01613520 -3985.71 -6873.37 7945.09 -2.096370
01613580 -3985.98 -6872.97 7943.53 -2.096308
01613640 -3986.70 -6873.27 7946.31 -2.096160
01613700 -3986.46 -6873.64 7947.80 -2.096201
01613760 -3985.03 -6873.82 7944.97 -2.096393
01613820 -3985.13 -6874.45 7946.39 -2.096061
01613880 -3984.50 -6874.63 7947.15 -2.095971
01613940 -3984.02 -6875.20 7946.70 -2.096056
01614000 -3985.06 -6875.57 7945.86 -2.095965
01614060 -3983.34 -6876.12 7947.61 -2.095809
01614120 -3983.08 -6876.15 7945.54 -2.095711
01614180 -3981.61 -6877.65 7946.23 -2.095750
01614240 -3982.55 -6878.40 7946.37 -2.095562
01614300 -3981.30 -6877.76 7948.60 -2.095578
01614360 -3981.05 -6877.65 7946.16 -2.095389
01614420 -3980.54 -6878.37 7948.72 -2.095378
01614480 -3980.24 -6878.94 7945.98 -2.095257
01614540 -3980.04 -6879.07 7947.23 -2.095316
01614600 -3978.94 -6879.82 7946.90 -2.095356
01614660 -3978.70 -6880.49 7948.33 -2.095189
01614720 -3977.30 -6880.70 7947.42 -2.094854
01614780 -3978.21 -6879.82 7946.56 -2.095010
01614840 -3976.39 -6880.79 7946.18 -2.094941
01614900 -3975.88 -6881.72 7948.35 -2.094748
01614960 -3975.99 -6881.56 7948.07 -2.094809
01615020 -3975.57 -6883.50 7948.33 -2.094547
01615080 -3974.82 -6883.29 7948.15 -2.094722
01615140 -3974.40 -6883.78 7946.98 -2.094591
01615200 -3974.34 -6884.12 7947.73 -2.094366
01615260 -3972.89 -6883.81 7947.54 -2.094240
01615320 -3974.02 -6884.05 7947.90 -2.094210
01615380 -3973.19 -6884.47 7947.76 -2.094187
01615440 -3972.91 -6885.43 7949.46 -2.094072
01615500 -3972.37 -6885.09 7949.33 -2.093936
01615560 -3971.54 -6886.18 7948.10 -2.093977
01615620 -3971.23 -6886.00 7949.08 -2.093829
01615680 -3969.57 -6886.77 7949.43 -2.093859
01615740 -3969.90 -6887.76 7949.53 -2.093610
01615800 -3968.89 -6888.21 7949.08 -2.093526
01615860 -3967.84 -6888.85 7952.19 -2.093612
01615920 -3967.84 -6889.60 7949.72 -2.093302
01615980 -3968.15 -6889.63 7949.61 -2.093330
01616040 -3967.04 -6890.72 7951.50 -2.093249
01616100 -3966.44 -6891.00 7950.52 -2.093154
01616160 -3966.54 -6891.40 7949.44 -2.093009
01616220 -3965.19 -6892.10 7952.20 -2.092822
01616280 -3964.83 -6892.73 7951.75 -2.092793
01616340 -3963.86 -6892.07 7953.22 -2.092746
01616400 -3963.53 -6894.12 7951.56 -2.092831
01616460 -3963.35 -6894.33 7951.87 -2.092452
01616520 -3963.78 -6895.27 7952.99 -2.092294
01616580 -3961.14 -6895.61 7953.08 -2.092333
01616640 -3962.07 -6896.08 7954.54 -2.092097
01616700 -3961.57 -6897.04 7954.46 -2.092299
01616760 -3960.36 -6897.83 7954.07 -2.091990
01616820 -3960.46 -6898.34 7953.12 -2.091963
01616880 -3959.85 -6899.40 7953.06 -2.091928
01616940 -3959.48 -6898.25 7954.80 -2.091718
01617000 -3957.60 -6898.60 7953.82 -2.091762
01617060 -3958.28 -6900.54 7954.02 -2.091561
01617120 -3958.29 -6900.08 7953.24 -2.091597
01617180 -3957.37 -6901.45 7955.91 -2.091424
01617240 -3956.53 -6902.04 7954.87 -2.091528
01617300 -3954.63 -6901.55 7956.56 -2.091196
01617360 -3955.37 -6902.68 7957.13 -2.090929
01617420 -3955.00 -6902.44 7956.20 -2.091063
01617480 -3954.46 -6903.12 7954.14 -2.090794
01617540 -3953.66 -6904.86 7956.03 -2.090930
01617600 -3953.18 -6904.14 7955.98 -2.090668
01617660 -3953.25 -6905.03 7957.00 -2.090791
01617720 -3953.59 -6906.30 7956.86 -2.090790
01617780 -3952.47 -6905.85 7959.21 -2.090436
01617840 -3950.54 -6906.28 7955.72 -2.090366
01617900 -3949.54 -6907.45 7956.97 -2.090386
01617960 -3950.36 -6908.64 7958.43 -2.090158
01618020 -3948.78 -6908.24 7957.47 -2.090133
01618080 -3949.00 -6910.27 7958.86 -2.089908
01618140 -3947.57 -6909.88 7958.47 -2.089795
01618200 -3947.55 -6910.24 7959.00 -2.089946
01618260 -3947.51 -6911.02 7959.32 -2.089788
01618320 -3946.20 -6912.09 7959.07 -2.089705
01618380 -3945.56 -6912.46 7959.08 -2.089405
01618440 -3945.42 -6912.47 7957.17 -2.089503
01618500 -3944.39 -6912.36 7957.53 -2.089296
01618560 -3943.29 -6913.99 7958.58 -2.089251
01618620 -3943.24 -6913.70 7959.43 -2.089191
01618680 -3942.04 -6914.33 7959.92 -2.089014
01618740 -3941.84 -6914.53 7959.86 -2.089027
01618800 -3942.08 -6915.45 7959.61 -2.088818
01618860 -3940.49 -6916.02 7959.04 -2.088599
01618920 -3940.29 -6916.66 7960.55 -2.088643
01618980 -3939.59 -6916.60 7959.10 -2.088497
01619040 -3937.80 -6917.33 7959.58 -2.088470
01619100 -3938.04 -6917.55 7961.58 -2.088383
01619160 -3937.66 -6917.57 7962.14 -2.088095
01619220 -3937.00 -6919.24 7961.77 -2.088305
01619280 -3936.14 -6920.12 7960.88 -2.087869
01619340 -3935.79 -6919.63 7963.43 -2.087968
01619400 -3935.89 -6920.78 7960.90 -2.087885
01619460 -3934.91 -6920.91 7959.45 -2.087684
01619520 -3933.75 -6920.88 7961.47 -2.087558
01619580 -3933.88 -6922.45 7961.78 -2.087556
01619640 -3933.25 -6923.17 7962.45 -2.087426
01619700 -3932.04 -6923.77 7961.21 -2.087221
01619760 -3931.75 -6923.41 7960.74 -2.087206
01619820 -3930.95 -6924.37 7962.70 -2.087090
01619880 -3930.72 -6925.30 7962.96 -2.086970
01619940 -3929.31 -6925.38 7962.93 -2.086876
